"devicedb_id","hubelean_id","location_name","location_address","longitude","latitude","TotalNbOfConnectors","ConnectorType"
"338","UAE-HBN-CCL197","J.ALI-Ibn Battuta Mall Parking 3","Dubai, United Arab Emirates","55.118","25.043","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"339","UAE-HBN-CCL198","J.ALI-Al Furjan Pavilion","Dubai, United Arab Emirates","55.153","25.025","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"340","UAE-HBN-CCL199","J.ALI-Jumeira Island Pavilion","Dubai, United Arab Emirates","55.147","25.064","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"341","UAE-HBN-CCL201","BUR DUBAI-Gate Avenue-Parking CD1 - 01","DIFC, Dubai, United Arab Emirates","55.279","25.212","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"342","UAE-HBN-CCL203","BUR DUBAI-Dubai Courts","Dubai, United Arab Emirates","55.3209444","25.2488888","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"343","UAE-HBN-CCL204","BUR DUBAI-ENOC Petrol Station (1094) Wadi Al Saffa 5","ENOC, Dubai, United Arab Emirates","55.314","25.064","2","Combined ChaDeMo/ComboCCS , 62196-2 (Three Phase)"
"345","UAE-HBN-CCL206","J.ALI-Jafza ONE Tower-Level 3 Parking -Row7","JAFZA, Dubai, United Arab Emirates","55.081","24.964","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"346","UAE-HBN-CCL207","J.ALI-Jumeirah Park Pavilion","Dubai, United Arab Emirates","55.159","25.043","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"348","UAE-HBN-CCL209","HATTA","ENOC Petrol Station (1047) Hatta, Dubai, United Arab Emirates","56.103","24.833","2","Combined ChaDeMo/ComboCCS , 62196-2 (Three Phase)"
"349","UAE-HBN-CCL210","BUR DUBAI-Dubai Maritime City Head Quarters","Port Rashid, Dubai, United Arab Emirates","55.2655833","25.2620555","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"350","UAE-HBN-CCL211","DEIRA-Dragon Mart 1","Dubai, United Arab Emirates","55.4122222","25.1756944","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"351","UAE-HBN-CCL212","DEIRA-Dragon Mart 2","Dubai, United Arab Emirates","55.422","25.174","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"352","UAE-HBN-CCL213","DEIRA-Dubai Police, Rashidiya Police Station","Dubai, United Arab Emirates","55.385","25.227","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"353","UAE-HBN-CCL214","J.ALI-ADNOC Petrol Station, DIP E311","ADNOC, United Arab Emirates","55.1498398","25.0007473","3","Combo CCS , ChaDeMo , 62196-2 (Three Phase)"
